player_id,full_name,headshot_url,gpt4o,claude,gemini,majority,gpt4o_raw,claude_raw,gemini_raw,error
00-0032141,Geoff Swaim,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",,,white,white,,,White,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6376132 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032146,Bud Dupree,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/unn7gcyciu20lmm1bvpn",,,,inconclusive,,,,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6503680 bytes > 5242880; gemini:ClientError:429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exh"
00-0032198,Ibraheim Campbell,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ybhysatv7kuwq1k6gfp1",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032151,Jon Feliciano,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfsf1zkh4exfukfvuwuh",,latino,white,tie,,latino,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032204,Chaz Green,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stl6h7dpq2wcafcrogwq",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032187,David Johnson,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7dtsyyjnoafefkbylbb",black,black,black,black,black,black,Black,
00-0031838,James Vaughters,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kovtdtv8oy1loablf0pg",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032150,Steven Nelson,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qaocvlmmgdkkubtkxqrt",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032209,T.J. Yeldon,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ktxkn2ltkmqfb5ugunt4",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032162,T.Y. McGill,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v1rav6esnezg5ggbkwoz",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5832024 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032164,Arik Armstead,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6e5xcslnlyaz2egeke3",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5833324 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032165,Marcus Peters,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wnn5zpsvkdzzzmotmf98",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032195,Ronald Darby,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dn0kn2aw6crrzvsjiuvl",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032200,Ty Montgomery,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eagn4fvhnc9cp3wxeqoz",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6015508 bytes > 5242880; gpt4o:APITimeoutError:Request timed out."
00-0032227,Jeff Heuerman,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u3cggxnuwxem6rnkwzvg",white,white,white,white,white,white,White,
00-0032208,Phillip Dorsett,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zkmdppfkcxqn5iwlcsyy",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032197,Randy Gregory,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntzrq0dmsyep6qjsdrjp",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6409496 bytes > 5242880; gpt4o:APITimeoutError:Request timed out."
00-0032239,Byron Jones,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4heni1qbdsyuouvkjxb",black,black,,black,black,black,,"gemini:ClientError:429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429"
00-0032215,Damien Wilson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ag2gfb62plvohhtp0jc5",black,black,black,black,black,black,Black,
00-0032203,Andrus Peat,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlkqieesn85nhevcqcqe",other,,black,tie,other,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5603684 bytes > 5242880"
00-0032233,Cedric Ogbuehi,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qoilmalykfbj1plvdmut",black,black,black,black,black,black,Black,
00-0032240,Vic Beasley,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdtjks6nyd7jdjhev3fn",black,black,black,black,black,black,Black,
00-0032210,Frank Clark,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imq9tljiopwvcfrsxwbh",black,,black,black,black,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5497692 bytes > 5242880"
00-0032211,Tyler Lockett,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gyhvviyep9iigeaobxmi",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032243,Ali Marpet,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k7sztrljegjwaugn2hsh",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032244,Jamon Brown,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ku1pmajzxljktyxlonql",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032241,Todd Gurley,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ym7oprwel3dxbab0k7x9",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032247,Cody Wichmann,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jndd8n828ffe2duyfom7",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032246,Andrew Donnal,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pgrsohjfxixllto4xn2b",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032245,Sean Mannion,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lcuc7hhiijmt8xtitm77",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032248,Bryce Hager,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y6vab0kwgq8mghurpiy7",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032251,Damarious Randall,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p1woko44y96vuejxxh2h",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032217,Donovan Smith,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iivzp0ofngoslzvvb46q",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032255,A.J. Cann,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnsy7wpssmnecbo46sxn",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032214,Tyler Kroft,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztko1uhl01ebiutefibj",,,white,white,,,White,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6207148 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032256,Clive Walford,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fjs40pz6ry6p7jqzckeg",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032257,Duke Johnson,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hf7lxjjesduggqdfktsg",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032259,Ereck Flowers,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dui4nltkl7uzpgeiguld",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032222,D.J. Humphries,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ruiab6fqdaerscb2qnkz",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032234,Laken Tomlinson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/thhrfc9q38r0m1qvfctv",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032261,Malcom Brown,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c6xpx3mn0vdr6cpcaoqg",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032262,Landon Collins,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyefzfcujafngv8nmzea",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032319,Ross Travis,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqolizpud8fnjlh1s44h",,latino,latino,latino,,latino,Latino,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032297,Kitt O'Brien,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjc0ry5bty7evdtm67t4",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032320,Erik Harris,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzqjwjllaqqqmrvvqwry",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032354,Adam Redmond,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cq0pdsuvyiskvlyfdhit",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032355,Chester Rogers,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkszsifhpwtjpvjvlxw5",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032353,Chris Milton,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrbu4n6jnejttc06pmpc",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032362,Maurice Harris,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w31fw8vgazrlgvyp2szu",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032369,Anthony Lanier,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cvk5vfvpybanhgaiqpno",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032242,Rob Havenstein,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cqsicmerjhzvzpnz77fz",,,white,white,,,White,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5325636 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032377,Josh Ferguson,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/htmbqglun1ydytcfrltb",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032378,DeForest Buckner,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mtyogyexnz2ik3fbs3am",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032265,Mario Edwards,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cia50revbealvw5biusr",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032386,Kamalei Correa,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g0bplp7d2ut9vfppgbww",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032268,Marcus Mariota,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va",,,latino,latino,,,Latino,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5478444 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032379,Eli Apple,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szrv0msliekcbdfulpzb",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032381,Taylor Decker,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j0gbwayifwek9ggoraqm",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032383,Ryan Kelly,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owzvmhrfz5lfh2rcalxd",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032385,Sterling Shepard,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l47czwi8aaznnit0se5h",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032269,Henry Anderson,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/whijicwi8dymk1zhlafi",,,white,white,,,White,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 7258456 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032380,Laremy Tunsil,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ewy0qnfl6956hfatqszj",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6358736 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032389,Mackensie Alexander,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyoo4t3miqcvjjva7x20",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032390,Cyrus Jones,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bpmiikrnvmkpkk5hgjhz",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032384,Germain Ifedi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqjiis2ybfqh1gkc5jgm",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6277492 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032366,Tyler Matakevich,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ug86kkpgmc0c9ntyp5qb",,,white,white,,,White,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 7528320 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032388,Deion Jones,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fpmevebnsvfm07e7xhcu",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032393,C.J. Prosise,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcutby5hu0vtijh6adle",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032402,Hassan Ridgeway,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwfblduq15msbj7vd0sn",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032403,Juston Burris,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfec3gix9dui5nyxavh6",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032228,Joe Cardona,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cs3qvfnrrxiubflqqw2i",white,white,white,white,white,white,White,
00-0032382,Keanu Neal,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zz77nplqxb4kvkzionja",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 8585508 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
00-0032404,Tyler Ervin,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tqevofjpvkvuvpdaoggm",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032405,Willie Beavers,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swol2pcnwfliwfviq3jk",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032407,Alex Lewis,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcschircj5zisrx1mem0",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032408,Blake Martinez,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjnmypxafnr8cgfnbnvt",,white,white,white,,white,White,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032409,Willie Henry,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/arr7gxtbc33limkpftjn",,black,black,black,,black,Black,"gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-GzhU0uWLEzJ3omMXNW84ralO on tokens per min (TPM): Limit 200000, Used 200000, Requested 84"
00-0032387,Jarran Reed,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/td7umxhgwkswls8rutk0",,,black,black,,,Black,"claude:BadRequestError:Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5930100 bytes > 5242880; gpt4o:RateLimitError:Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o"
